date,batch_id,timestamp,consumption,power_spike,power_drop,high_pf,low_pf,batch_status,production,anomaly_count,anomaly_intensity
01-02-2025,22,01-02-2025 22:00,83.9166145,0,0,0,0,0,0,0,0
01-02-2025,23,01-02-2025 23:00,81.65458796,0,0,0,0,0,0,0,0
02-02-2025,0,02-02-2025 00:00,85.72351979,0,0,0,0,0,0,0,0
02-02-2025,1,02-02-2025 01:00,82.272814,0,0,0,0,0,0,0,0
02-02-2025,2,02-02-2025 02:00,83.13115522,0,0,0,0,0,0,0,0
02-02-2025,3,02-02-2025 03:00,85.34400725,0,0,0,0,0,0,0,0
02-02-2025,4,02-02-2025 04:00,84.67787527,0,0,0,0,0,0,0,0
02-02-2025,5,02-02-2025 05:00,84.41197634,0,0,0,0,0,0,0,0
02-02-2025,6,02-02-2025 06:00,82.80425008,0,0,0,0,0,0,0,0
02-02-2025,7,02-02-2025 07:00,83.21234793,0,0,0,0,0,0,0,0
02-02-2025,8,02-02-2025 08:00,1052.57969,6,2,1,4,1,1000,13,17
02-02-2025,9,02-02-2025 09:00,1033.479093,4,1,0,2,1,1000,7,10
02-02-2025,10,02-02-2025 10:00,1041.362506,3,0,1,4,1,1000,8,15
02-02-2025,11,02-02-2025 11:00,1056.616967,6,1,3,3,1,1000,13,19
02-02-2025,12,02-02-2025 12:00,1017.821246,2,5,2,0,1,1000,9,-4
02-02-2025,13,02-02-2025 13:00,1049.255833,4,1,4,2,1,1000,11,14
02-02-2025,14,02-02-2025 14:00,1039.507209,4,1,0,2,1,1000,7,10
02-02-2025,15,02-02-2025 15:00,1036.705188,3,1,0,4,1,1000,8,12
02-02-2025,16,02-02-2025 16:00,1022.812818,0,2,1,2,1,1000,5,1
02-02-2025,17,02-02-2025 17:00,1052.662312,6,2,5,1,1,1000,14,15
02-02-2025,18,02-02-2025 18:00,1031.036766,3,2,0,3,1,1000,8,8
02-02-2025,19,02-02-2025 19:00,1016.49014,1,4,0,2,1,1000,7,-2
02-02-2025,20,02-02-2025 20:00,80.89402175,0,0,0,0,0,0,0,0
02-02-2025,21,02-02-2025 21:00,79.81716839,0,0,0,0,0,0,0,0
02-02-2025,22,02-02-2025 22:00,83.112938,0,0,0,0,0,0,0,0
02-02-2025,23,02-02-2025 23:00,84.60413188,0,0,0,0,0,0,0,0
03-02-2025,0,03-02-2025 00:00,1029.075209,4,0,0,0,1,1000,4,8
03-02-2025,1,03-02-2025 01:00,1043.81172,3,2,2,4,1,1000,11,12
03-02-2025,2,03-02-2025 02:00,1047.22914,3,0,0,4,1,1000,7,14
03-02-2025,3,03-02-2025 03:00,1047.394454,2,0,1,5,1,1000,8,15
03-02-2025,4,03-02-2025 04:00,1039.349905,4,3,2,3,1,1000,12,10
03-02-2025,5,03-02-2025 05:00,1040.954854,4,0,1,1,1,1000,6,11
03-02-2025,6,03-02-2025 06:00,1016.782806,3,4,0,1,1,1000,8,0
03-02-2025,7,03-02-2025 07:00,1051.108747,7,1,1,2,1,1000,11,17
03-02-2025,8,03-02-2025 08:00,1029.556104,1,1,1,2,1,1000,5,5
03-02-2025,9,03-02-2025 09:00,1028.559389,3,3,2,2,1,1000,10,6
03-02-2025,10,03-02-2025 10:00,1054.64665,5,1,2,5,1,1000,13,20
03-02-2025,11,03-02-2025 11:00,1043.07947,5,0,1,1,1,1000,7,13
03-02-2025,12,03-02-2025 12:00,1030.890658,3,3,1,3,1,1000,10,7
03-02-2025,13,03-02-2025 13:00,1042.844215,3,0,1,3,1,1000,7,13
03-02-2025,14,03-02-2025 14:00,1035.625363,2,1,3,2,1,1000,8,9
03-02-2025,15,03-02-2025 15:00,1030.585567,3,1,0,2,1,1000,6,8
03-02-2025,16,03-02-2025 16:00,1041.754195,4,3,1,5,1,1000,13,13
03-02-2025,17,03-02-2025 17:00,1038.61002,1,0,4,2,1,1000,7,10
03-02-2025,18,03-02-2025 18:00,1034.860672,4,2,0,2,1,1000,8,8
03-02-2025,19,03-02-2025 19:00,1035.539953,3,3,2,4,1,1000,12,10
03-02-2025,20,03-02-2025 20:00,1027.776048,3,2,1,1,1,1000,7,5
03-02-2025,21,03-02-2025 21:00,1036.868195,5,1,1,1,1,1000,8,11
03-02-2025,22,03-02-2025 22:00,1026.811102,2,1,1,0,1,1000,4,3
03-02-2025,23,03-02-2025 23:00,1043.071888,6,4,5,1,1,1000,16,11
04-02-2025,0,04-02-2025 00:00,1042.917121,4,1,3,2,1,1000,10,13
04-02-2025,1,04-02-2025 01:00,1051.340345,5,2,1,5,1,1000,13,17
04-02-2025,2,04-02-2025 02:00,1032.343764,4,0,0,1,1,1000,5,10
04-02-2025,3,04-02-2025 03:00,1028.448128,5,4,1,1,1,1000,11,5
04-02-2025,4,04-02-2025 04:00,1026.934714,1,0,1,1,1,1000,3,5
04-02-2025,5,04-02-2025 05:00,1024.954203,2,4,2,2,1,1000,10,2
04-02-2025,6,04-02-2025 06:00,1024.785632,1,3,1,3,1,1000,8,3
04-02-2025,7,04-02-2025 07:00,1040.014209,3,1,1,4,1,1000,9,13
04-02-2025,8,04-02-2025 08:00,1011.373535,1,3,0,0,1,1000,4,-4
04-02-2025,9,04-02-2025 09:00,1027.433889,5,3,0,1,1,1000,9,6
04-02-2025,10,04-02-2025 10:00,1044.845191,5,2,0,4,1,1000,11,14
04-02-2025,11,04-02-2025 11:00,1050.267547,5,2,2,3,1,1000,12,14
04-02-2025,12,04-02-2025 12:00,1040.402941,4,1,0,3,1,1000,8,12
04-02-2025,13,04-02-2025 13:00,1046.995969,5,1,2,2,1,1000,10,14
04-02-2025,14,04-02-2025 14:00,1029.420213,4,1,0,2,1,1000,7,10
04-02-2025,15,04-02-2025 15:00,1034.750856,6,2,1,0,1,1000,9,9
04-02-2025,16,04-02-2025 16:00,1034.711577,3,1,0,2,1,1000,6,8
04-02-2025,17,04-02-2025 17:00,1029.873086,4,3,1,2,1,1000,10,7
04-02-2025,18,04-02-2025 18:00,1037.223929,5,0,2,0,1,1000,7,12
04-02-2025,19,04-02-2025 19:00,1017.814911,2,3,0,1,1,1000,6,0
04-02-2025,20,04-02-2025 20:00,1045.01778,3,2,2,5,1,1000,12,14
04-02-2025,21,04-02-2025 21:00,1036.787642,4,1,0,2,1,1000,7,10
04-02-2025,22,04-02-2025 22:00,1038.371257,2,1,2,2,1,1000,7,8
04-02-2025,23,04-02-2025 23:00,1031.88012,4,0,0,1,1,1000,5,10
05-02-2025,0,05-02-2025 00:00,1038.567029,2,0,0,3,1,1000,5,10
05-02-2025,1,05-02-2025 01:00,1033.809942,4,3,1,2,1,1000,10,7
05-02-2025,2,05-02-2025 02:00,1020.034415,1,2,0,2,1,1000,5,2
05-02-2025,3,05-02-2025 03:00,1030.185784,3,1,2,0,1,1000,6,6
05-02-2025,4,05-02-2025 04:00,1034.873055,3,3,2,4,1,1000,12,10
05-02-2025,5,05-02-2025 05:00,1050.342437,7,1,1,2,1,1000,11,17
05-02-2025,6,05-02-2025 06:00,1038.334056,4,1,0,3,1,1000,8,12
05-02-2025,7,05-02-2025 07:00,1023.333602,2,1,1,1,1,1000,5,5
05-02-2025,8,05-02-2025 08:00,1027.629352,0,1,2,2,1,1000,5,4
05-02-2025,9,05-02-2025 09:00,1027.090954,7,5,1,1,1,1000,14,7
05-02-2025,10,05-02-2025 10:00,1029.278802,3,3,1,2,1,1000,9,5
05-02-2025,11,05-02-2025 11:00,1026.029635,4,3,0,2,1,1000,9,6
05-02-2025,12,05-02-2025 12:00,1031.554625,4,3,1,1,1,1000,9,5
05-02-2025,13,05-02-2025 13:00,1034.156523,2,1,3,1,1,1000,7,7
05-02-2025,14,05-02-2025 14:00,1022.005288,1,2,1,1,1,1000,5,1
05-02-2025,15,05-02-2025 15:00,1052.039644,8,2,0,3,1,1000,13,18
05-02-2025,16,05-02-2025 16:00,1028.95745,1,0,0,2,1,1000,3,6
05-02-2025,17,05-02-2025 17:00,1053.533502,7,3,1,5,1,1000,16,19
05-02-2025,18,05-02-2025 18:00,1016.8465,4,5,1,1,1,1000,11,1
05-02-2025,19,05-02-2025 19:00,1037.799727,5,0,0,2,1,1000,7,14
05-02-2025,20,05-02-2025 20:00,1039.832037,2,0,3,1,1,1000,6,9
05-02-2025,21,05-02-2025 21:00,1037.084695,4,0,1,1,1,1000,6,11
05-02-2025,22,05-02-2025 22:00,1030.880336,2,1,2,1,1,1000,6,6
05-02-2025,23,05-02-2025 23:00,1025.94419,2,3,2,2,1,1000,9,4
06-02-2025,0,06-02-2025 00:00,1052.973346,6,2,3,3,1,1000,14,17
06-02-2025,1,06-02-2025 01:00,1044.247284,5,1,1,3,1,1000,10,15
06-02-2025,2,06-02-2025 02:00,1015.492306,2,4,0,2,1,1000,8,0
06-02-2025,3,06-02-2025 03:00,1017.852406,2,3,0,2,1,1000,7,2
06-02-2025,4,06-02-2025 04:00,1021.01892,2,3,1,1,1,1000,7,1
06-02-2025,5,06-02-2025 05:00,1035.870545,3,3,2,3,1,1000,11,8
06-02-2025,6,06-02-2025 06:00,1023.730938,0,2,1,5,1,1000,8,7
06-02-2025,7,06-02-2025 07:00,1032.424438,2,0,2,0,1,1000,4,6
06-02-2025,8,06-02-2025 08:00,1045.707472,8,2,0,1,1,1000,11,14
06-02-2025,9,06-02-2025 09:00,1020.292004,1,1,0,1,1,1000,3,2
06-02-2025,10,06-02-2025 10:00,1021.072081,2,4,1,1,1,1000,8,-1
06-02-2025,11,06-02-2025 11:00,1010.998698,0,4,1,1,1,1000,6,-5
06-02-2025,12,06-02-2025 12:00,1035.428275,3,0,0,2,1,1000,5,10
06-02-2025,13,06-02-2025 13:00,1026.684998,2,1,2,1,1,1000,6,6
06-02-2025,14,06-02-2025 14:00,1035.854089,2,0,2,2,1,1000,6,10
06-02-2025,15,06-02-2025 15:00,1017.382485,2,2,0,0,1,1000,4,0
06-02-2025,16,06-02-2025 16:00,1034.879429,4,3,2,2,1,1000,11,8
06-02-2025,17,06-02-2025 17:00,1013.568191,1,3,1,0,1,1000,5,-3
06-02-2025,18,06-02-2025 18:00,1029.694167,1,1,2,2,1,1000,6,6
06-02-2025,19,06-02-2025 19:00,1045.267293,2,1,0,6,1,1000,9,14
06-02-2025,20,06-02-2025 20:00,1034.676695,5,3,0,3,1,1000,11,10
06-02-2025,21,06-02-2025 21:00,1034.265071,2,0,1,2,1,1000,5,9
06-02-2025,22,06-02-2025 22:00,1029.118373,1,1,1,3,1,1000,6,7
06-02-2025,23,06-02-2025 23:00,1034.116217,4,1,0,2,1,1000,7,10
07-02-2025,0,07-02-2025 00:00,1026.611684,4,3,1,1,1,1000,9,5
07-02-2025,1,07-02-2025 01:00,1041.033671,3,1,1,3,1,1000,8,11
07-02-2025,2,07-02-2025 02:00,1035.347913,5,2,0,1,1,1000,8,8
07-02-2025,3,07-02-2025 03:00,1043.241459,4,0,1,3,1,1000,8,15
07-02-2025,4,07-02-2025 04:00,1025.101581,2,3,1,2,1,1000,8,3
07-02-2025,5,07-02-2025 05:00,1023.995364,2,4,3,1,1,1000,10,1
07-02-2025,6,07-02-2025 06:00,1032.210912,4,3,0,3,1,1000,10,8
07-02-2025,7,07-02-2025 07:00,1029.364044,3,0,0,1,1,1000,4,8
07-02-2025,8,07-02-2025 08:00,1020.356466,3,4,1,1,1,1000,9,1
07-02-2025,9,07-02-2025 09:00,1048.952398,6,1,2,2,1,1000,11,16
07-02-2025,10,07-02-2025 10:00,1018.753452,2,1,0,0,1,1000,3,2
07-02-2025,11,07-02-2025 11:00,1040.37502,5,1,2,0,1,1000,8,10
07-02-2025,12,07-02-2025 12:00,1020.786704,1,3,2,1,1,1000,7,0
07-02-2025,13,07-02-2025 13:00,1043.038979,6,0,0,2,1,1000,8,16
07-02-2025,14,07-02-2025 14:00,1037.519077,4,1,0,2,1,1000,7,10
07-02-2025,15,07-02-2025 15:00,1033.537299,3,2,2,1,1,1000,8,6
07-02-2025,16,07-02-2025 16:00,1025.651823,1,1,1,2,1,1000,5,5
07-02-2025,17,07-02-2025 17:00,1023.499883,1,3,1,2,1,1000,7,1
07-02-2025,18,07-02-2025 18:00,1045.146972,7,1,1,2,1,1000,11,17
07-02-2025,19,07-02-2025 19:00,1032.414377,3,2,1,2,1,1000,8,7
07-02-2025,20,07-02-2025 20:00,1030.985197,2,1,1,3,1,1000,7,9
07-02-2025,21,07-02-2025 21:00,1046.131089,5,0,2,1,1,1000,8,14
07-02-2025,22,07-02-2025 22:00,1031.895808,6,3,1,0,1,1000,10,7
07-02-2025,23,07-02-2025 23:00,1039.202939,3,3,2,3,1,1000,11,8
08-02-2025,0,08-02-2025 00:00,85.67941719,0,0,0,0,0,0,0,0
08-02-2025,1,08-02-2025 01:00,85.74123551,0,0,0,0,0,0,0,0
08-02-2025,2,08-02-2025 02:00,83.6818278,0,0,0,0,0,0,0,0
08-02-2025,3,08-02-2025 03:00,85.01902146,0,0,0,0,0,0,0,0
08-02-2025,4,08-02-2025 04:00,87.6377874,0,0,0,0,0,0,0,0
08-02-2025,5,08-02-2025 05:00,82.650382,0,0,0,0,0,0,0,0
08-02-2025,6,08-02-2025 06:00,85.10418893,0,0,0,0,0,0,0,0
08-02-2025,7,08-02-2025 07:00,84.69579785,0,0,0,0,0,0,0,0
08-02-2025,8,08-02-2025 08:00,1020.29373,1,4,1,1,1,1000,7,-3
08-02-2025,9,08-02-2025 09:00,1046.900001,3,0,2,4,1,1000,9,16
08-02-2025,10,08-02-2025 10:00,1037.986446,6,3,0,3,1,1000,12,12
08-02-2025,11,08-02-2025 11:00,1035.30285,3,3,2,3,1,1000,11,8
08-02-2025,12,08-02-2025 12:00,1010.873122,2,4,0,0,1,1000,6,-4
08-02-2025,13,08-02-2025 13:00,1032.388311,4,2,0,2,1,1000,8,8
08-02-2025,14,08-02-2025 14:00,1050.681101,5,2,2,5,1,1000,14,18
08-02-2025,15,08-02-2025 15:00,1020.245426,0,2,2,0,1,1000,4,-2
08-02-2025,16,08-02-2025 16:00,1008.647567,1,6,0,2,1,1000,9,-6
08-02-2025,17,08-02-2025 17:00,1015.331959,0,4,4,0,1,1000,8,-4
08-02-2025,18,08-02-2025 18:00,1021.947481,1,4,3,1,1,1000,9,-1
08-02-2025,19,08-02-2025 19:00,1048.771132,1,0,3,4,1,1000,8,13
08-02-2025,20,08-02-2025 20:00,82.29593182,0,0,0,0,0,0,0,0
08-02-2025,21,08-02-2025 21:00,84.37897073,0,0,0,0,0,0,0,0
08-02-2025,22,08-02-2025 22:00,85.48753343,0,0,0,0,0,0,0,0
08-02-2025,23,08-02-2025 23:00,86.26208927,0,0,0,0,0,0,0,0
09-02-2025,0,09-02-2025 00:00,84.80604659,0,0,0,0,0,0,0,0
09-02-2025,1,09-02-2025 01:00,84.11963336,0,0,0,0,0,0,0,0
09-02-2025,2,09-02-2025 02:00,82.24232802,0,0,0,0,0,0,0,0
09-02-2025,3,09-02-2025 03:00,84.68675459,0,0,0,0,0,0,0,0
09-02-2025,4,09-02-2025 04:00,82.4187531,0,0,0,0,0,0,0,0
09-02-2025,5,09-02-2025 05:00,84.90437187,0,0,0,0,0,0,0,0
09-02-2025,6,09-02-2025 06:00,83.34554343,0,0,0,0,0,0,0,0
09-02-2025,7,09-02-2025 07:00,82.82858902,0,0,0,0,0,0,0,0
09-02-2025,8,09-02-2025 08:00,1021.815252,3,2,2,0,1,1000,7,4
09-02-2025,9,09-02-2025 09:00,1039.46348,6,1,1,1,1,1000,9,13
09-02-2025,10,09-02-2025 10:00,1025.483393,0,0,0,3,1,1000,3,6
09-02-2025,11,09-02-2025 11:00,1044.483069,5,1,1,3,1,1000,10,15
09-02-2025,12,09-02-2025 12:00,1028.817732,2,1,1,1,1,1000,5,5
09-02-2025,13,09-02-2025 13:00,1035.316301,5,1,1,0,1,1000,7,9
09-02-2025,14,09-02-2025 14:00,1038.371311,5,2,2,1,1,1000,10,10
09-02-2025,15,09-02-2025 15:00,1045.45505,2,0,1,3,1,1000,6,11
09-02-2025,16,09-02-2025 16:00,1045.282142,3,1,2,4,1,1000,10,14
09-02-2025,17,09-02-2025 17:00,1036.460818,5,2,1,1,1,1000,9,9
09-02-2025,18,09-02-2025 18:00,1031.762052,1,1,1,4,1,1000,7,9
09-02-2025,19,09-02-2025 19:00,1031.522449,3,1,0,2,1,1000,6,8
09-02-2025,20,09-02-2025 20:00,85.56591558,0,0,0,0,0,0,0,0
09-02-2025,21,09-02-2025 21:00,81.39357507,0,0,0,0,0,0,0,0
09-02-2025,22,09-02-2025 22:00,83.87787726,0,0,0,0,0,0,0,0
09-02-2025,23,09-02-2025 23:00,81.90107111,0,0,0,0,0,0,0,0
10-02-2025,0,10-02-2025 00:00,1040.233395,3,0,0,4,1,1000,7,14
10-02-2025,1,10-02-2025 01:00,1026.751196,4,2,0,1,1,1000,7,6
10-02-2025,2,10-02-2025 02:00,1043.309365,3,2,4,3,1,1000,12,12
10-02-2025,3,10-02-2025 03:00,1014.964986,3,4,0,0,1,1000,7,-2
10-02-2025,4,10-02-2025 04:00,1018.253841,1,3,0,2,1,1000,6,0
10-02-2025,5,10-02-2025 05:00,1044.084391,2,0,2,4,1,1000,8,14
10-02-2025,6,10-02-2025 06:00,1035.745426,3,1,0,2,1,1000,6,8
10-02-2025,7,10-02-2025 07:00,1027.744541,2,2,1,3,1,1000,8,7
10-02-2025,8,10-02-2025 08:00,1030.480753,3,2,0,3,1,1000,8,8
10-02-2025,9,10-02-2025 09:00,1041.314434,3,1,4,1,1,1000,9,10
10-02-2025,10,10-02-2025 10:00,1020.336003,2,3,0,2,1,1000,7,2
10-02-2025,11,10-02-2025 11:00,1032.715174,3,2,0,4,1,1000,9,10
10-02-2025,12,10-02-2025 12:00,1033.809801,3,0,0,2,1,1000,5,10
10-02-2025,13,10-02-2025 13:00,1023.667741,0,5,1,4,1,1000,10,-1
10-02-2025,14,10-02-2025 14:00,1025.461479,1,0,0,2,1,1000,3,6
10-02-2025,15,10-02-2025 15:00,1041.544765,2,0,0,5,1,1000,7,14
10-02-2025,16,10-02-2025 16:00,1026.201143,3,1,0,1,1,1000,5,6
10-02-2025,17,10-02-2025 17:00,1026.065102,3,1,0,0,1,1000,4,4
10-02-2025,18,10-02-2025 18:00,1038.491915,3,0,2,1,1,1000,6,10
10-02-2025,19,10-02-2025 19:00,1041.146851,4,1,1,3,1,1000,9,13
10-02-2025,20,10-02-2025 20:00,1028.905862,4,2,1,1,1,1000,8,7
10-02-2025,21,10-02-2025 21:00,1041.990472,3,1,1,4,1,1000,9,13
10-02-2025,22,10-02-2025 22:00,1045.450073,3,0,0,5,1,1000,8,16
10-02-2025,23,10-02-2025 23:00,1019.256133,3,3,0,1,1,1000,7,2
11-02-2025,0,11-02-2025 00:00,1034.57875,3,2,0,3,1,1000,8,8
11-02-2025,1,11-02-2025 01:00,1042.673416,1,0,3,4,1,1000,8,13
11-02-2025,2,11-02-2025 02:00,1035.774198,5,0,0,1,1,1000,6,12
11-02-2025,3,11-02-2025 03:00,1022.581326,0,1,0,2,1,1000,3,2
11-02-2025,4,11-02-2025 04:00,1029.793277,3,4,0,4,1,1000,11,6
11-02-2025,5,11-02-2025 05:00,1030.706377,3,3,1,2,1,1000,9,5
11-02-2025,6,11-02-2025 06:00,1046.354935,5,1,2,3,1,1000,11,16
11-02-2025,7,11-02-2025 07:00,1035.965819,5,3,2,1,1,1000,11,8
11-02-2025,8,11-02-2025 08:00,1018.055114,2,3,0,1,1,1000,6,0
11-02-2025,9,11-02-2025 09:00,1024.814282,1,3,2,3,1,1000,9,4
11-02-2025,10,11-02-2025 10:00,1057.653152,7,1,0,5,1,1000,13,22
11-02-2025,11,11-02-2025 11:00,1048.642859,5,2,1,4,1,1000,12,15
11-02-2025,12,11-02-2025 12:00,1047.412325,7,3,4,1,1,1000,15,14
11-02-2025,13,11-02-2025 13:00,1020.303651,2,3,1,2,1,1000,8,3
11-02-2025,14,11-02-2025 14:00,1048.082342,6,2,1,4,1,1000,13,17
11-02-2025,15,11-02-2025 15:00,1038.04897,4,1,2,2,1,1000,9,12
11-02-2025,16,11-02-2025 16:00,1034.318585,1,1,1,3,1,1000,6,7
11-02-2025,17,11-02-2025 17:00,1040.460336,4,1,0,3,1,1000,8,12
11-02-2025,18,11-02-2025 18:00,1034.48003,2,1,2,2,1,1000,7,8
11-02-2025,19,11-02-2025 19:00,1031.247013,2,2,0,2,1,1000,6,4
11-02-2025,20,11-02-2025 20:00,1038.137961,6,2,1,1,1,1000,10,11
11-02-2025,21,11-02-2025 21:00,1034.243684,3,2,3,1,1,1000,9,7
11-02-2025,22,11-02-2025 22:00,1030.640713,1,2,1,4,1,1000,8,7
11-02-2025,23,11-02-2025 23:00,1026.918896,3,4,1,2,1,1000,10,3
12-02-2025,0,12-02-2025 00:00,1034.280539,8,3,0,1,1,1000,12,12
12-02-2025,1,12-02-2025 01:00,1020.151894,4,2,0,0,1,1000,6,4
12-02-2025,2,12-02-2025 02:00,1044.768479,1,0,2,4,1,1000,7,12
12-02-2025,3,12-02-2025 03:00,1035.166676,2,1,1,4,1,1000,8,11
12-02-2025,4,12-02-2025 04:00,1048.306086,4,1,2,4,1,1000,11,16
12-02-2025,5,12-02-2025 05:00,1047.211613,4,1,5,1,1,1000,11,13
12-02-2025,6,12-02-2025 06:00,1026.934806,3,3,2,1,1,1000,9,4
12-02-2025,7,12-02-2025 07:00,1027.534144,1,2,3,2,1,1000,8,5
12-02-2025,8,12-02-2025 08:00,1034.113235,1,0,2,2,1,1000,5,8
12-02-2025,9,12-02-2025 09:00,1031.843649,5,2,2,0,1,1000,9,8
12-02-2025,10,12-02-2025 10:00,1016.491027,0,3,1,2,1,1000,6,-1
12-02-2025,11,12-02-2025 11:00,1027.10965,2,3,0,3,1,1000,8,4
12-02-2025,12,12-02-2025 12:00,1016.45169,1,3,1,2,1,1000,7,1
12-02-2025,13,12-02-2025 13:00,1047.481638,5,1,1,2,1,1000,9,13
12-02-2025,14,12-02-2025 14:00,1020.552076,3,2,0,0,1,1000,5,2
12-02-2025,15,12-02-2025 15:00,1031.209203,3,3,2,3,1,1000,11,8
12-02-2025,16,12-02-2025 16:00,1018.03482,2,4,1,1,1,1000,8,-1
12-02-2025,17,12-02-2025 17:00,1027.935865,3,2,1,1,1,1000,7,5
12-02-2025,18,12-02-2025 18:00,1033.523837,2,1,0,2,1,1000,5,6
12-02-2025,19,12-02-2025 19:00,1025.798631,3,1,0,2,1,1000,6,8
12-02-2025,20,12-02-2025 20:00,1045.049209,6,1,0,3,1,1000,10,16
12-02-2025,21,12-02-2025 21:00,1037.398491,7,3,1,0,1,1000,11,9
12-02-2025,22,12-02-2025 22:00,1037.585549,3,2,2,3,1,1000,10,10
12-02-2025,23,12-02-2025 23:00,1042.734254,2,2,2,4,1,1000,10,10
13-02-2025,0,13-02-2025 00:00,1027.192773,1,2,0,3,1,1000,6,4
13-02-2025,1,13-02-2025 01:00,1037.481426,4,4,2,4,1,1000,14,10
13-02-2025,2,13-02-2025 02:00,1031.832315,4,2,1,0,1,1000,7,5
13-02-2025,3,13-02-2025 03:00,1038.629606,5,1,1,2,1,1000,9,13
13-02-2025,4,13-02-2025 04:00,1062.391729,7,1,3,3,1,1000,14,21
13-02-2025,5,13-02-2025 05:00,1025.811257,2,0,0,1,1,1000,3,6
13-02-2025,6,13-02-2025 06:00,1029.12019,3,1,0,2,1,1000,6,8
13-02-2025,7,13-02-2025 07:00,1032.623173,3,3,3,2,1,1000,11,7
13-02-2025,8,13-02-2025 08:00,1027.703984,5,5,0,1,1,1000,11,2
13-02-2025,9,13-02-2025 09:00,1043.685875,4,1,1,4,1,1000,10,15
13-02-2025,10,13-02-2025 10:00,1034.11276,2,2,2,3,1,1000,9,8
13-02-2025,11,13-02-2025 11:00,1021.406451,1,3,2,2,1,1000,8,2
13-02-2025,12,13-02-2025 12:00,1045.185152,7,3,2,2,1,1000,14,14
13-02-2025,13,13-02-2025 13:00,1029.362819,3,0,0,0,1,1000,3,6
13-02-2025,14,13-02-2025 14:00,1022.120173,1,1,0,2,1,1000,4,4
13-02-2025,15,13-02-2025 15:00,1028.464456,4,3,2,1,1,1000,10,6
13-02-2025,16,13-02-2025 16:00,1026.882144,2,0,0,0,1,1000,2,4
13-02-2025,17,13-02-2025 17:00,1024.801163,1,1,2,1,1,1000,5,4
13-02-2025,18,13-02-2025 18:00,1023.687624,1,3,1,3,1,1000,8,3
13-02-2025,19,13-02-2025 19:00,1040.6557,7,0,0,0,1,1000,7,14
13-02-2025,20,13-02-2025 20:00,1036.403369,2,0,1,2,1,1000,5,9
13-02-2025,21,13-02-2025 21:00,1033.772374,2,1,1,3,1,1000,7,9
13-02-2025,22,13-02-2025 22:00,1054.152501,4,2,3,5,1,1000,14,17
13-02-2025,23,13-02-2025 23:00,1043.060159,7,1,1,0,1,1000,9,13
14-02-2025,0,14-02-2025 00:00,1040.765616,3,0,1,3,1,1000,7,13
14-02-2025,1,14-02-2025 01:00,1043.496257,7,2,2,1,1,1000,12,14
14-02-2025,2,14-02-2025 02:00,1032.009567,6,4,1,0,1,1000,11,5
14-02-2025,3,14-02-2025 03:00,1041.892431,4,0,0,2,1,1000,6,12
14-02-2025,4,14-02-2025 04:00,1057.220178,7,0,2,3,1,1000,12,22
14-02-2025,5,14-02-2025 05:00,1038.02685,5,0,1,1,1,1000,7,13
14-02-2025,6,14-02-2025 06:00,1037.822385,4,2,1,3,1,1000,10,11
14-02-2025,7,14-02-2025 07:00,1046.9406,3,1,1,5,1,1000,10,15
14-02-2025,8,14-02-2025 08:00,1040.976892,5,1,2,1,1,1000,9,12
14-02-2025,9,14-02-2025 09:00,1018.859084,0,3,0,3,1,1000,6,0
14-02-2025,10,14-02-2025 10:00,1029.810761,4,2,0,1,1,1000,7,6
14-02-2025,11,14-02-2025 11:00,1045.095041,4,1,1,4,1,1000,10,15
14-02-2025,12,14-02-2025 12:00,1052.339938,8,0,0,2,1,1000,10,20
14-02-2025,13,14-02-2025 13:00,1038.536366,5,1,1,2,1,1000,9,13
14-02-2025,14,14-02-2025 14:00,1038.375345,3,0,0,2,1,1000,5,10
14-02-2025,15,14-02-2025 15:00,1040.690919,4,1,2,1,1,1000,8,10
14-02-2025,16,14-02-2025 16:00,1021.239863,2,2,1,1,1,1000,6,3
14-02-2025,17,14-02-2025 17:00,1031.596581,3,3,1,3,1,1000,10,7
14-02-2025,18,14-02-2025 18:00,1041.683921,7,2,0,1,1,1000,10,12
14-02-2025,19,14-02-2025 19:00,1023.970195,3,3,1,1,1,1000,8,3
14-02-2025,20,14-02-2025 20:00,1016.519907,2,2,0,1,1,1000,5,2
14-02-2025,21,14-02-2025 21:00,1036.855287,3,0,0,2,1,1000,5,10
14-02-2025,22,14-02-2025 22:00,1039.953731,3,1,2,3,1,1000,9,12
14-02-2025,23,14-02-2025 23:00,1026.876933,2,4,3,1,1,1000,10,1
15-02-2025,0,15-02-2025 00:00,83.88788804,0,0,0,0,0,0,0,0
15-02-2025,1,15-02-2025 01:00,83.55118321,0,0,0,0,0,0,0,0
15-02-2025,2,15-02-2025 02:00,81.68708548,0,0,0,0,0,0,0,0
15-02-2025,3,15-02-2025 03:00,82.01932481,0,0,0,0,0,0,0,0
15-02-2025,4,15-02-2025 04:00,83.12318666,0,0,0,0,0,0,0,0
15-02-2025,5,15-02-2025 05:00,84.11961278,0,0,0,0,0,0,0,0
15-02-2025,6,15-02-2025 06:00,80.68057437,0,0,0,0,0,0,0,0
15-02-2025,7,15-02-2025 07:00,87.11289394,0,0,0,0,0,0,0,0
15-02-2025,8,15-02-2025 08:00,1031.018287,4,1,0,1,1,1000,6,8
15-02-2025,9,15-02-2025 09:00,1030.327588,5,4,1,1,1,1000,11,5
