ID,Hours,Machine ID,Department,MSEB Zone,KWH Reading,Consumption,P#F,Parts produced,Molten Metal,Batch ID,Cost of Energy,KWH_Tonne,KWH_part,Date
3626,1,SP2,Sand Plant,Zone A,3568,90,0.86,89,0,0,₹ 450.00,0,1.011235955,31-Jul-24
3627,2,SP2,Sand Plant,Zone A,3649,81,0.88,83,0,0,₹ 405.00,0,0.9759036145,31-Jul-24
3628,3,SP2,Sand Plant,Zone A,3736,87,0.88,81,0,0,₹ 435.00,0,1.074074074,31-Jul-24
3629,4,SP2,Sand Plant,Zone A,3830,94,0.84,86,0,0,₹ 470.00,0,1.093023256,31-Jul-24
3630,5,SP2,Sand Plant,Zone A,3929,99,0.96,86,0,0,₹ 495.00,0,1.151162791,31-Jul-24
3631,6,SP2,Sand Plant,Zone B,4018,89,0.88,83,0,0,₹ 623.00,0,1.072289157,31-Jul-24
3632,7,SP2,Sand Plant,Zone B,4114,96,0.81,84,0,0,₹ 672.00,0,1.142857143,31-Jul-24
3633,8,SP2,Sand Plant,Zone B,4213,99,0.85,87,0,0,₹ 693.00,0,1.137931034,31-Jul-24
3634,9,SP2,Sand Plant,Zone C,4304,91,1,87,0,0,₹ 819.00,0,1.045977011,31-Jul-24
3635,10,SP2,Sand Plant,Zone C,4402,98,0.99,87,0,0,₹ 882.00,0,1.126436782,31-Jul-24
3636,11,SP2,Sand Plant,Zone C,4484,82,0.97,84,0,0,₹ 738.00,0,0.9761904762,31-Jul-24
3637,12,SP2,Sand Plant,Zone B,4583,99,0.81,83,0,0,₹ 693.00,0,1.192771084,31-Jul-24
3638,13,SP2,Sand Plant,Zone B,4668,85,0.91,85,0,0,₹ 595.00,0,1,31-Jul-24
3639,14,SP2,Sand Plant,Zone B,4758,90,0.86,81,0,0,₹ 630.00,0,1.111111111,31-Jul-24
3640,15,SP2,Sand Plant,Zone B,4857,99,0.95,90,0,0,₹ 693.00,0,1.1,31-Jul-24
3641,16,SP2,Sand Plant,Zone B,4957,100,0.89,85,0,0,₹ 700.00,0,1.176470588,31-Jul-24
3642,17,SP2,Sand Plant,Zone B,5045,88,0.96,83,0,0,₹ 616.00,0,1.060240964,31-Jul-24
3643,18,SP2,Sand Plant,Zone D,5134,89,0.98,86,0,0,₹ 979.00,0,1.034883721,31-Jul-24
3644,19,SP2,Sand Plant,Zone D,5224,90,0.96,81,0,0,₹ 990.00,0,1.111111111,31-Jul-24
3645,20,SP2,Sand Plant,Zone D,5321,97,0.85,81,0,0,"₹ 1,067.00",0,1.197530864,31-Jul-24
3646,21,SP2,Sand Plant,Zone D,5414,93,0.97,83,0,0,"₹ 1,023.00",0,1.120481928,31-Jul-24
3647,22,SP2,Sand Plant,Zone A,5504,90,0.82,87,0,0,₹ 450.00,0,1.034482759,31-Jul-24
3648,23,SP2,Sand Plant,Zone A,5584,80,0.97,86,0,0,₹ 400.00,0,0.9302325581,31-Jul-24
3649,0,SP2,Sand Plant,Zone A,5678,94,0.96,90,0,0,₹ 470.00,0,1.044444444,1-Aug-24
3650,1,SP2,Sand Plant,Zone A,5768,90,0.82,83,0,0,₹ 450.00,0,1.084337349,1-Aug-24
3651,2,SP2,Sand Plant,Zone A,5862,94,0.88,90,0,0,₹ 470.00,0,1.044444444,1-Aug-24
3652,3,SP2,Sand Plant,Zone A,5952,90,0.94,84,0,0,₹ 450.00,0,1.071428571,1-Aug-24
3653,4,SP2,Sand Plant,Zone A,6051,99,0.86,83,0,0,₹ 495.00,0,1.192771084,1-Aug-24
3654,5,SP2,Sand Plant,Zone A,6132,81,0.84,86,0,0,₹ 405.00,0,0.9418604651,1-Aug-24
3655,6,SP2,Sand Plant,Zone B,6215,83,0.81,81,0,0,₹ 581.00,0,1.024691358,1-Aug-24
3656,7,SP2,Sand Plant,Zone B,6310,95,0.91,89,0,0,₹ 665.00,0,1.06741573,1-Aug-24
3657,8,SP2,Sand Plant,Zone B,6395,85,0.92,83,0,0,₹ 595.00,0,1.024096386,1-Aug-24
3658,9,SP2,Sand Plant,Zone C,6475,80,0.94,89,0,0,₹ 720.00,0,0.8988764045,1-Aug-24
3659,10,SP2,Sand Plant,Zone C,6560,85,0.85,88,0,0,₹ 765.00,0,0.9659090909,1-Aug-24
3660,11,SP2,Sand Plant,Zone C,6645,85,0.99,85,0,0,₹ 765.00,0,1,1-Aug-24
3661,12,SP2,Sand Plant,Zone B,6743,98,0.92,80,0,0,₹ 686.00,0,1.225,1-Aug-24
3662,13,SP2,Sand Plant,Zone B,6835,92,0.81,82,0,0,₹ 644.00,0,1.12195122,1-Aug-24
3663,14,SP2,Sand Plant,Zone B,6926,91,0.85,87,0,0,₹ 637.00,0,1.045977011,1-Aug-24
3664,15,SP2,Sand Plant,Zone B,7011,85,1,84,0,0,₹ 595.00,0,1.011904762,1-Aug-24
3665,16,SP2,Sand Plant,Zone B,7095,84,0.8,81,0,0,₹ 588.00,0,1.037037037,1-Aug-24
3666,17,SP2,Sand Plant,Zone B,7188,93,0.98,80,0,0,₹ 651.00,0,1.1625,1-Aug-24
3667,18,SP2,Sand Plant,Zone D,7282,94,0.82,83,0,0,"₹ 1,034.00",0,1.13253012,1-Aug-24
3668,19,SP2,Sand Plant,Zone D,7380,98,0.96,90,0,0,"₹ 1,078.00",0,1.088888889,1-Aug-24
3669,20,SP2,Sand Plant,Zone D,7463,83,0.83,81,0,0,₹ 913.00,0,1.024691358,1-Aug-24
3670,21,SP2,Sand Plant,Zone D,7547,84,0.98,88,0,0,₹ 924.00,0,0.9545454545,1-Aug-24
3671,22,SP2,Sand Plant,Zone A,7628,81,0.85,87,0,0,₹ 405.00,0,0.9310344828,1-Aug-24
3672,23,SP2,Sand Plant,Zone A,7725,97,0.85,82,0,0,₹ 485.00,0,1.182926829,1-Aug-24
3673,0,SP2,Sand Plant,Zone A,7813,88,0.9,83,0,0,₹ 440.00,0,1.060240964,2-Aug-24
3674,1,SP2,Sand Plant,Zone A,7898,85,0.89,88,0,0,₹ 425.00,0,0.9659090909,2-Aug-24
3675,2,SP2,Sand Plant,Zone A,7982,84,0.8,90,0,0,₹ 420.00,0,0.9333333333,2-Aug-24
3676,3,SP2,Sand Plant,Zone A,8066,84,0.93,87,0,0,₹ 420.00,0,0.9655172414,2-Aug-24
3677,4,SP2,Sand Plant,Zone A,8153,87,0.84,90,0,0,₹ 435.00,0,0.9666666667,2-Aug-24
3678,5,SP2,Sand Plant,Zone A,8233,80,0.94,85,0,0,₹ 400.00,0,0.9411764706,2-Aug-24
3679,6,SP2,Sand Plant,Zone B,8332,99,0.88,84,0,0,₹ 693.00,0,1.178571429,2-Aug-24
3680,7,SP2,Sand Plant,Zone B,8420,88,0.86,81,0,0,₹ 616.00,0,1.086419753,2-Aug-24
3681,8,SP2,Sand Plant,Zone B,8514,94,0.89,83,0,0,₹ 658.00,0,1.13253012,2-Aug-24
3682,9,SP2,Sand Plant,Zone C,8606,92,0.84,90,0,0,₹ 828.00,0,1.022222222,2-Aug-24
3683,10,SP2,Sand Plant,Zone C,8689,83,1,88,0,0,₹ 747.00,0,0.9431818182,2-Aug-24
3684,11,SP2,Sand Plant,Zone C,8773,84,0.99,85,0,0,₹ 756.00,0,0.9882352941,2-Aug-24
3685,12,SP2,Sand Plant,Zone B,8856,83,1,81,0,0,₹ 581.00,0,1.024691358,2-Aug-24
3686,13,SP2,Sand Plant,Zone B,8941,85,0.91,87,0,0,₹ 595.00,0,0.9770114943,2-Aug-24
3687,14,SP2,Sand Plant,Zone B,9023,82,0.81,86,0,0,₹ 574.00,0,0.9534883721,2-Aug-24
3688,15,SP2,Sand Plant,Zone B,9112,89,0.81,84,0,0,₹ 623.00,0,1.05952381,2-Aug-24
3689,16,SP2,Sand Plant,Zone B,9196,84,0.91,88,0,0,₹ 588.00,0,0.9545454545,2-Aug-24
3690,17,SP2,Sand Plant,Zone B,9288,92,0.96,87,0,0,₹ 644.00,0,1.057471264,2-Aug-24
3691,18,SP2,Sand Plant,Zone D,9370,82,0.94,81,0,0,₹ 902.00,0,1.012345679,2-Aug-24
3692,19,SP2,Sand Plant,Zone D,9457,87,0.91,90,0,0,₹ 957.00,0,0.9666666667,2-Aug-24
3693,20,SP2,Sand Plant,Zone D,9550,93,0.84,85,0,0,"₹ 1,023.00",0,1.094117647,2-Aug-24
3694,21,SP2,Sand Plant,Zone D,9646,96,0.91,80,0,0,"₹ 1,056.00",0,1.2,2-Aug-24
3695,22,SP2,Sand Plant,Zone A,9735,89,0.84,83,0,0,₹ 445.00,0,1.072289157,2-Aug-24
3696,23,SP2,Sand Plant,Zone A,9834,99,0.87,84,0,0,₹ 495.00,0,1.178571429,2-Aug-24
3697,0,SP2,Sand Plant,Zone A,9927,93,0.8,89,0,0,₹ 465.00,0,1.04494382,3-Aug-24
3698,1,SP2,Sand Plant,Zone A,10027,100,0.89,86,0,0,₹ 500.00,0,1.162790698,3-Aug-24
3699,2,SP2,Sand Plant,Zone A,10121,94,0.92,85,0,0,₹ 470.00,0,1.105882353,3-Aug-24
3700,3,SP2,Sand Plant,Zone A,10203,82,0.88,90,0,0,₹ 410.00,0,0.9111111111,3-Aug-24
3701,4,SP2,Sand Plant,Zone A,10293,90,0.85,88,0,0,₹ 450.00,0,1.022727273,3-Aug-24
3702,5,SP2,Sand Plant,Zone A,10382,89,0.91,90,0,0,₹ 445.00,0,0.9888888889,3-Aug-24
3703,6,SP2,Sand Plant,Zone B,10468,86,0.81,81,0,0,₹ 602.00,0,1.061728395,3-Aug-24
3704,7,SP2,Sand Plant,Zone B,10555,87,0.91,83,0,0,₹ 609.00,0,1.048192771,3-Aug-24
3705,8,SP2,Sand Plant,Zone B,10653,98,0.92,90,0,0,₹ 686.00,0,1.088888889,3-Aug-24
3706,9,SP2,Sand Plant,Zone C,10734,81,1,86,0,0,₹ 729.00,0,0.9418604651,3-Aug-24
3707,10,SP2,Sand Plant,Zone C,10825,91,0.92,90,0,0,₹ 819.00,0,1.011111111,3-Aug-24
3708,11,SP2,Sand Plant,Zone C,10914,89,0.99,88,0,0,₹ 801.00,0,1.011363636,3-Aug-24
3709,12,SP2,Sand Plant,Zone B,11009,95,0.97,87,0,0,₹ 665.00,0,1.091954023,3-Aug-24
3710,13,SP2,Sand Plant,Zone B,11100,91,0.86,84,0,0,₹ 637.00,0,1.083333333,3-Aug-24
3711,14,SP2,Sand Plant,Zone B,11198,98,0.96,80,0,0,₹ 686.00,0,1.225,3-Aug-24
3712,15,SP2,Sand Plant,Zone B,11289,91,0.92,81,0,0,₹ 637.00,0,1.12345679,3-Aug-24
3713,16,SP2,Sand Plant,Zone B,11371,82,0.9,83,0,0,₹ 574.00,0,0.9879518072,3-Aug-24
3714,17,SP2,Sand Plant,Zone B,11455,84,0.83,84,0,0,₹ 588.00,0,1,3-Aug-24
3715,18,SP2,Sand Plant,Zone D,11549,94,0.94,84,0,0,"₹ 1,034.00",0,1.119047619,3-Aug-24
3716,19,SP2,Sand Plant,Zone D,11644,95,0.99,83,0,0,"₹ 1,045.00",0,1.144578313,3-Aug-24
3717,20,SP2,Sand Plant,Zone D,11742,98,0.96,87,0,0,"₹ 1,078.00",0,1.126436782,3-Aug-24
3718,21,SP2,Sand Plant,Zone D,11839,97,0.89,82,0,0,"₹ 1,067.00",0,1.182926829,3-Aug-24
3719,22,SP2,Sand Plant,Zone A,11937,98,0.95,84,0,0,₹ 490.00,0,1.166666667,3-Aug-24
3720,23,SP2,Sand Plant,Zone A,12018,81,0.88,89,0,0,₹ 405.00,0,0.9101123596,3-Aug-24
3721,0,SP2,Sand Plant,Zone A,12104,86,0.87,83,0,0,₹ 430.00,0,1.036144578,4-Aug-24
3722,1,SP2,Sand Plant,Zone A,12194,90,0.86,81,0,0,₹ 450.00,0,1.111111111,4-Aug-24
3723,2,SP2,Sand Plant,Zone A,12281,87,0.9,86,0,0,₹ 435.00,0,1.011627907,4-Aug-24
3724,3,SP2,Sand Plant,Zone A,12369,88,0.89,80,0,0,₹ 440.00,0,1.1,4-Aug-24
3725,4,SP2,Sand Plant,Zone A,12463,94,0.99,87,0,0,₹ 470.00,0,1.08045977,4-Aug-24
3726,5,SP2,Sand Plant,Zone A,12563,100,0.84,81,0,0,₹ 500.00,0,1.234567901,4-Aug-24
3727,6,SP2,Sand Plant,Zone B,12663,100,0.98,87,0,0,₹ 700.00,0,1.149425287,4-Aug-24
3728,7,SP2,Sand Plant,Zone B,12751,88,0.92,83,0,0,₹ 616.00,0,1.060240964,4-Aug-24
3729,8,SP2,Sand Plant,Zone B,12836,85,0.99,89,0,0,₹ 595.00,0,0.9550561798,4-Aug-24
3730,9,SP2,Sand Plant,Zone C,12936,100,0.99,80,0,0,₹ 900.00,0,1.25,4-Aug-24
3731,10,SP2,Sand Plant,Zone C,13030,94,0.8,84,0,0,₹ 846.00,0,1.119047619,4-Aug-24
3732,11,SP2,Sand Plant,Zone C,13115,85,0.83,84,0,0,₹ 765.00,0,1.011904762,4-Aug-24
3733,12,SP2,Sand Plant,Zone B,13203,88,0.9,83,0,0,₹ 616.00,0,1.060240964,4-Aug-24
3734,13,SP2,Sand Plant,Zone B,13295,92,0.98,87,0,0,₹ 644.00,0,1.057471264,4-Aug-24
3735,14,SP2,Sand Plant,Zone B,13383,88,0.92,85,0,0,₹ 616.00,0,1.035294118,4-Aug-24
3736,15,SP2,Sand Plant,Zone B,13479,96,0.94,81,0,0,₹ 672.00,0,1.185185185,4-Aug-24
3737,16,SP2,Sand Plant,Zone B,13572,93,0.86,85,0,0,₹ 651.00,0,1.094117647,4-Aug-24
3738,17,SP2,Sand Plant,Zone B,13664,92,0.89,85,0,0,₹ 644.00,0,1.082352941,4-Aug-24
3739,18,SP2,Sand Plant,Zone D,13758,94,0.9,85,0,0,"₹ 1,034.00",0,1.105882353,4-Aug-24
3740,19,SP2,Sand Plant,Zone D,13856,98,0.9,90,0,0,"₹ 1,078.00",0,1.088888889,4-Aug-24
3741,20,SP2,Sand Plant,Zone D,13944,88,0.88,83,0,0,₹ 968.00,0,1.060240964,4-Aug-24
3742,21,SP2,Sand Plant,Zone D,14035,91,0.9,85,0,0,"₹ 1,001.00",0,1.070588235,4-Aug-24
3743,22,SP2,Sand Plant,Zone A,14121,86,0.88,88,0,0,₹ 430.00,0,0.9772727273,4-Aug-24
3744,23,SP2,Sand Plant,Zone A,14208,87,0.83,82,0,0,₹ 435.00,0,1.06097561,4-Aug-24
3745,0,SP2,Sand Plant,Zone A,14297,89,0.8,88,0,0,₹ 445.00,0,1.011363636,5-Aug-24
3746,1,SP2,Sand Plant,Zone A,14394,97,0.91,87,0,0,₹ 485.00,0,1.114942529,5-Aug-24
3747,2,SP2,Sand Plant,Zone A,14493,99,0.92,87,0,0,₹ 495.00,0,1.137931034,5-Aug-24
3748,3,SP2,Sand Plant,Zone A,14579,86,0.96,85,0,0,₹ 430.00,0,1.011764706,5-Aug-24
3749,4,SP2,Sand Plant,Zone A,14666,87,0.96,85,0,0,₹ 435.00,0,1.023529412,5-Aug-24
3750,5,SP2,Sand Plant,Zone A,14753,87,0.91,81,0,0,₹ 435.00,0,1.074074074,5-Aug-24
3751,6,SP2,Sand Plant,Zone B,14833,80,0.88,90,0,0,₹ 560.00,0,0.8888888889,5-Aug-24
3752,7,SP2,Sand Plant,Zone B,14921,88,0.86,81,0,0,₹ 616.00,0,1.086419753,5-Aug-24
3753,8,SP2,Sand Plant,Zone B,15004,83,1,85,0,0,₹ 581.00,0,0.9764705882,5-Aug-24
3754,9,SP2,Sand Plant,Zone C,15089,85,0.89,81,0,0,₹ 765.00,0,1.049382716,5-Aug-24
3755,10,SP2,Sand Plant,Zone C,15184,95,0.95,85,0,0,₹ 855.00,0,1.117647059,5-Aug-24
3756,11,SP2,Sand Plant,Zone C,15276,92,0.82,85,0,0,₹ 828.00,0,1.082352941,5-Aug-24
3757,12,SP2,Sand Plant,Zone B,15367,91,0.99,83,0,0,₹ 637.00,0,1.096385542,5-Aug-24
3758,13,SP2,Sand Plant,Zone B,15451,84,0.85,80,0,0,₹ 588.00,0,1.05,5-Aug-24
3759,14,SP2,Sand Plant,Zone B,15541,90,0.85,80,0,0,₹ 630.00,0,1.125,5-Aug-24
3760,15,SP2,Sand Plant,Zone B,15622,81,0.94,83,0,0,₹ 567.00,0,0.9759036145,5-Aug-24
3761,16,SP2,Sand Plant,Zone B,15707,85,0.87,85,0,0,₹ 595.00,0,1,5-Aug-24
3762,17,SP2,Sand Plant,Zone B,15788,81,0.91,83,0,0,₹ 567.00,0,0.9759036145,5-Aug-24
3763,18,SP2,Sand Plant,Zone D,15868,80,0.94,89,0,0,₹ 880.00,0,0.8988764045,5-Aug-24
3764,19,SP2,Sand Plant,Zone D,15949,81,0.93,89,0,0,₹ 891.00,0,0.9101123596,5-Aug-24
3765,20,SP2,Sand Plant,Zone D,16045,96,0.8,84,0,0,"₹ 1,056.00",0,1.142857143,5-Aug-24
3766,21,SP2,Sand Plant,Zone D,16129,84,0.94,81,0,0,₹ 924.00,0,1.037037037,5-Aug-24
3767,22,SP2,Sand Plant,Zone A,16229,100,0.9,80,0,0,₹ 500.00,0,1.25,5-Aug-24
3768,23,SP2,Sand Plant,Zone A,16317,88,0.84,82,0,0,₹ 440.00,0,1.073170732,5-Aug-24
3769,0,SP2,Sand Plant,Zone A,16401,84,0.95,83,0,0,₹ 420.00,0,1.012048193,6-Aug-24
3770,1,SP2,Sand Plant,Zone A,16492,91,0.81,87,0,0,₹ 455.00,0,1.045977011,6-Aug-24
3771,2,SP2,Sand Plant,Zone A,16575,83,0.91,83,0,0,₹ 415.00,0,1,6-Aug-24
3772,3,SP2,Sand Plant,Zone A,16668,93,0.89,90,0,0,₹ 465.00,0,1.033333333,6-Aug-24
3773,4,SP2,Sand Plant,Zone A,16750,82,0.93,86,0,0,₹ 410.00,0,0.9534883721,6-Aug-24
3774,5,SP2,Sand Plant,Zone A,16839,89,0.99,87,0,0,₹ 445.00,0,1.022988506,6-Aug-24
3775,6,SP2,Sand Plant,Zone B,16925,86,0.9,83,0,0,₹ 602.00,0,1.036144578,6-Aug-24
3776,7,SP2,Sand Plant,Zone B,17007,82,0.96,80,0,0,₹ 574.00,0,1.025,6-Aug-24
3777,8,SP2,Sand Plant,Zone B,17096,89,0.96,87,0,0,₹ 623.00,0,1.022988506,6-Aug-24
3778,9,SP2,Sand Plant,Zone C,17193,97,0.94,81,0,0,₹ 873.00,0,1.197530864,6-Aug-24
3779,10,SP2,Sand Plant,Zone C,17284,91,0.97,87,0,0,₹ 819.00,0,1.045977011,6-Aug-24
3780,11,SP2,Sand Plant,Zone C,17364,80,0.93,86,0,0,₹ 720.00,0,0.9302325581,6-Aug-24
3781,12,SP2,Sand Plant,Zone B,17453,89,0.98,84,0,0,₹ 623.00,0,1.05952381,6-Aug-24
3782,13,SP2,Sand Plant,Zone B,17536,83,0.89,89,0,0,₹ 581.00,0,0.9325842697,6-Aug-24
3783,14,SP2,Sand Plant,Zone B,17627,91,0.92,85,0,0,₹ 637.00,0,1.070588235,6-Aug-24
3784,15,SP2,Sand Plant,Zone B,17711,84,0.97,85,0,0,₹ 588.00,0,0.9882352941,6-Aug-24
3785,16,SP2,Sand Plant,Zone B,17810,99,0.91,90,0,0,₹ 693.00,0,1.1,6-Aug-24
3786,17,SP2,Sand Plant,Zone B,17895,85,0.99,88,0,0,₹ 595.00,0,0.9659090909,6-Aug-24
3787,18,SP2,Sand Plant,Zone D,17991,96,0.81,90,0,0,"₹ 1,056.00",0,1.066666667,6-Aug-24
3788,19,SP2,Sand Plant,Zone D,18091,100,0.97,81,0,0,"₹ 1,100.00",0,1.234567901,6-Aug-24
3789,20,SP2,Sand Plant,Zone D,18180,89,0.95,82,0,0,₹ 979.00,0,1.085365854,6-Aug-24
3790,21,SP2,Sand Plant,Zone D,18280,100,0.83,87,0,0,"₹ 1,100.00",0,1.149425287,6-Aug-24
3791,22,SP2,Sand Plant,Zone A,18365,85,0.88,84,0,0,₹ 425.00,0,1.011904762,6-Aug-24
3792,23,SP2,Sand Plant,Zone A,18459,94,0.97,90,0,0,₹ 470.00,0,1.044444444,6-Aug-24
3793,0,SP2,Sand Plant,Zone A,18541,82,0.87,81,0,0,₹ 410.00,0,1.012345679,7-Aug-24
3794,1,SP2,Sand Plant,Zone A,18632,91,0.89,89,0,0,₹ 455.00,0,1.02247191,7-Aug-24
3795,2,SP2,Sand Plant,Zone A,18720,88,0.92,83,0,0,₹ 440.00,0,1.060240964,7-Aug-24
3796,3,SP2,Sand Plant,Zone A,18813,93,0.91,89,0,0,₹ 465.00,0,1.04494382,7-Aug-24
3797,4,SP2,Sand Plant,Zone A,18912,99,0.91,83,0,0,₹ 495.00,0,1.192771084,7-Aug-24
3798,5,SP2,Sand Plant,Zone A,18994,82,0.87,83,0,0,₹ 410.00,0,0.9879518072,7-Aug-24
3799,6,SP2,Sand Plant,Zone B,19077,83,0.92,85,0,0,₹ 581.00,0,0.9764705882,7-Aug-24
3800,7,SP2,Sand Plant,Zone B,19163,86,0.94,82,0,0,₹ 602.00,0,1.048780488,7-Aug-24
3801,8,SP2,Sand Plant,Zone B,19259,96,0.93,88,0,0,₹ 672.00,0,1.090909091,7-Aug-24
3802,9,SP2,Sand Plant,Zone C,19340,81,0.86,89,0,0,₹ 729.00,0,0.9101123596,7-Aug-24
3803,10,SP2,Sand Plant,Zone C,19423,83,0.98,82,0,0,₹ 747.00,0,1.012195122,7-Aug-24
3804,11,SP2,Sand Plant,Zone C,19518,95,0.91,82,0,0,₹ 855.00,0,1.158536585,7-Aug-24
3805,12,SP2,Sand Plant,Zone B,19604,86,0.9,85,0,0,₹ 602.00,0,1.011764706,7-Aug-24
3806,13,SP2,Sand Plant,Zone B,19700,96,0.85,85,0,0,₹ 672.00,0,1.129411765,7-Aug-24
3807,14,SP2,Sand Plant,Zone B,19783,83,0.96,85,0,0,₹ 581.00,0,0.9764705882,7-Aug-24
3808,15,SP2,Sand Plant,Zone B,19867,84,0.97,90,0,0,₹ 588.00,0,0.9333333333,7-Aug-24
3809,16,SP2,Sand Plant,Zone B,19952,85,0.92,87,0,0,₹ 595.00,0,0.9770114943,7-Aug-24
3810,17,SP2,Sand Plant,Zone B,20039,87,0.91,90,0,0,₹ 609.00,0,0.9666666667,7-Aug-24
3811,18,SP2,Sand Plant,Zone D,20129,90,0.82,86,0,0,₹ 990.00,0,1.046511628,7-Aug-24
3812,19,SP2,Sand Plant,Zone D,20212,83,0.91,81,0,0,₹ 913.00,0,1.024691358,7-Aug-24
3813,20,SP2,Sand Plant,Zone D,20307,95,0.88,90,0,0,"₹ 1,045.00",0,1.055555556,7-Aug-24
3814,21,SP2,Sand Plant,Zone D,20404,97,0.84,83,0,0,"₹ 1,067.00",0,1.168674699,7-Aug-24
3815,22,SP2,Sand Plant,Zone A,20489,85,0.87,89,0,0,₹ 425.00,0,0.9550561798,7-Aug-24
3816,23,SP2,Sand Plant,Zone A,20572,83,0.9,84,0,0,₹ 415.00,0,0.9880952381,7-Aug-24
3817,0,SP2,Sand Plant,Zone A,20659,87,0.84,83,0,0,₹ 435.00,0,1.048192771,8-Aug-24
3818,1,SP2,Sand Plant,Zone A,20751,92,0.96,87,0,0,₹ 460.00,0,1.057471264,8-Aug-24
3819,2,SP2,Sand Plant,Zone A,20845,94,0.87,86,0,0,₹ 470.00,0,1.093023256,8-Aug-24
3820,3,SP2,Sand Plant,Zone A,20931,86,0.85,83,0,0,₹ 430.00,0,1.036144578,8-Aug-24
3821,4,SP2,Sand Plant,Zone A,21028,97,0.91,88,0,0,₹ 485.00,0,1.102272727,8-Aug-24
3822,5,SP2,Sand Plant,Zone A,21128,100,0.93,87,0,0,₹ 500.00,0,1.149425287,8-Aug-24
3823,6,SP2,Sand Plant,Zone B,21226,98,0.87,87,0,0,₹ 686.00,0,1.126436782,8-Aug-24
3824,7,SP2,Sand Plant,Zone B,21306,80,0.94,89,0,0,₹ 560.00,0,0.8988764045,8-Aug-24
3825,8,SP2,Sand Plant,Zone B,21403,97,0.82,80,0,0,₹ 679.00,0,1.2125,8-Aug-24
3826,9,SP2,Sand Plant,Zone C,21485,82,0.97,82,0,0,₹ 738.00,0,1,8-Aug-24
3827,10,SP2,Sand Plant,Zone C,21566,81,0.86,80,0,0,₹ 729.00,0,1.0125,8-Aug-24
3828,11,SP2,Sand Plant,Zone C,21652,86,0.94,90,0,0,₹ 774.00,0,0.9555555556,8-Aug-24
3829,12,SP2,Sand Plant,Zone B,21744,92,0.8,90,0,0,₹ 644.00,0,1.022222222,8-Aug-24
3830,13,SP2,Sand Plant,Zone B,21833,89,0.8,80,0,0,₹ 623.00,0,1.1125,8-Aug-24
3831,14,SP2,Sand Plant,Zone B,21913,80,0.99,83,0,0,₹ 560.00,0,0.9638554217,8-Aug-24
3832,15,SP2,Sand Plant,Zone B,22001,88,0.85,89,0,0,₹ 616.00,0,0.9887640449,8-Aug-24
3833,16,SP2,Sand Plant,Zone B,22091,90,0.83,90,0,0,₹ 630.00,0,1,8-Aug-24
3834,17,SP2,Sand Plant,Zone B,22182,91,0.89,82,0,0,₹ 637.00,0,1.109756098,8-Aug-24
3835,18,SP2,Sand Plant,Zone D,22281,99,0.81,85,0,0,"₹ 1,089.00",0,1.164705882,8-Aug-24
3836,19,SP2,Sand Plant,Zone D,22362,81,0.98,83,0,0,₹ 891.00,0,0.9759036145,8-Aug-24
3837,20,SP2,Sand Plant,Zone D,22443,81,0.84,90,0,0,₹ 891.00,0,0.9,8-Aug-24
3838,21,SP2,Sand Plant,Zone D,22543,100,0.85,88,0,0,"₹ 1,100.00",0,1.136363636,8-Aug-24
3839,22,SP2,Sand Plant,Zone A,22632,89,0.83,82,0,0,₹ 445.00,0,1.085365854,8-Aug-24
3840,23,SP2,Sand Plant,Zone A,22722,90,0.96,85,0,0,₹ 450.00,0,1.058823529,8-Aug-24
3841,0,SP2,Sand Plant,Zone A,22808,86,0.92,81,0,0,₹ 430.00,0,1.061728395,9-Aug-24
3842,1,SP2,Sand Plant,Zone A,22896,88,0.85,83,0,0,₹ 440.00,0,1.060240964,9-Aug-24
3843,2,SP2,Sand Plant,Zone A,22991,95,0.92,85,0,0,₹ 475.00,0,1.117647059,9-Aug-24
3844,3,SP2,Sand Plant,Zone A,23083,92,0.9,90,0,0,₹ 460.00,0,1.022222222,9-Aug-24
3845,4,SP2,Sand Plant,Zone A,23181,98,0.83,89,0,0,₹ 490.00,0,1.101123596,9-Aug-24
3846,5,SP2,Sand Plant,Zone A,23261,80,0.89,83,0,0,₹ 400.00,0,0.9638554217,9-Aug-24
3847,6,SP2,Sand Plant,Zone B,23351,90,0.96,89,0,0,₹ 630.00,0,1.011235955,9-Aug-24
3848,7,SP2,Sand Plant,Zone B,23439,88,0.99,85,0,0,₹ 616.00,0,1.035294118,9-Aug-24
3849,8,SP2,Sand Plant,Zone B,23536,97,0.9,90,0,0,₹ 679.00,0,1.077777778,9-Aug-24
3850,9,SP2,Sand Plant,Zone C,23633,97,0.83,83,0,0,₹ 873.00,0,1.168674699,9-Aug-24
3851,10,SP2,Sand Plant,Zone C,23727,94,0.83,90,0,0,₹ 846.00,0,1.044444444,9-Aug-24
3852,11,SP2,Sand Plant,Zone C,23816,89,0.99,87,0,0,₹ 801.00,0,1.022988506,9-Aug-24
3853,12,SP2,Sand Plant,Zone B,23902,86,0.91,84,0,0,₹ 602.00,0,1.023809524,9-Aug-24
3854,13,SP2,Sand Plant,Zone B,23996,94,0.9,90,0,0,₹ 658.00,0,1.044444444,9-Aug-24
3855,14,SP2,Sand Plant,Zone B,24093,97,0.81,83,0,0,₹ 679.00,0,1.168674699,9-Aug-24
3856,15,SP2,Sand Plant,Zone B,24191,98,0.9,87,0,0,₹ 686.00,0,1.126436782,9-Aug-24
